Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Loan_Status,Log_Total_Income,Log_LoanAmount,Log_Loan_Amount_Term
0,0,0,0,0,1.0,0,1,8.599510233905452,4.912654885736052,5.8888779583328805
0,0,0,0,0,0.0,2,0,8.357962965845681,4.653960350157523,5.8888779583328805
1,0,0,0,0,1.0,0,0,9.915119636765835,6.175867270105761,5.8888779583328805
1,1,2,1,0,1.0,0,1,8.944811104165534,5.225746673713202,5.8888779583328805
0,0,0,0,0,1.0,1,1,7.978653729082731,4.442651256490317,5.8888779583328805
1,0,0,1,0,1.0,1,1,8.581669210600602,4.718498871295094,5.8888779583328805
0,0,0,0,0,1.0,0,1,7.827240901752812,4.04305126783455,5.8888779583328805
1,1,2,0,1,1.0,0,1,8.656433258507741,4.976733742420574,4.442651256490317
1,1,0,0,0,1.0,0,0,8.370315995555478,5.075173815233827,5.8888779583328805
1,1,1,1,0,1.0,2,1,8.525161361065415,4.718498871295094,5.198497031265826
1,1,2,0,0,1.0,1,1,8.220941168281389,4.795790545596741,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.341171747170762,4.48863636973214,5.8888779583328805
0,0,1,0,0,1.0,1,1,8.17244681834278,4.727387818712341,5.8888779583328805
1,1,1,0,1,1.0,0,0,9.210440366976517,5.049856007249537,5.8888779583328805
1,1,0,0,0,1.0,1,1,8.426830751335846,4.7535901911063645,5.8888779583328805
1,1,3,0,0,1.0,1,1,8.418918622147897,4.8283137373023015,5.8888779583328805
1,1,2,1,0,1.0,0,1,8.554874258383926,4.859812404361672,5.8888779583328805
0,0,0,0,0,1.0,0,1,8.72453251118548,4.890349128221754,5.8888779583328805
1,1,3,0,0,1.0,0,1,9.61587214452889,5.707110264748875,5.8888779583328805
1,1,1,0,1,0.0,0,0,9.521494800613105,5.932245187448011,5.8888779583328805
1,0,0,0,0,0.0,0,1,8.500657222776137,4.875197323201151,5.8888779583328805
1,1,0,0,1,1.0,1,1,8.984568369308281,5.220355825078324,5.8888779583328805
0,1,0,0,0,1.0,2,0,8.82246957226897,4.709530201312334,5.8888779583328805
0,0,0,0,0,1.0,2,1,7.824445930877619,4.219507705176107,5.8888779583328805
1,0,1,0,0,1.0,2,1,8.728749873478527,4.770684624465665,5.8888779583328805
1,0,0,0,0,1.0,1,1,7.984803389734406,4.59511985013459,5.8888779583328805
1,0,0,0,0,1.0,2,1,7.949444420250626,4.276666119016055,5.8888779583328805
1,1,0,0,0,1.0,2,1,11.056240743970491,6.19644412779452,5.198497031265826
1,1,1,0,1,1.0,2,1,9.364519622823858,5.209486152841421,5.198497031265826
1,1,0,0,1,1.0,1,1,9.20974019190415,4.2626798770413155,5.8377304471659395
1,1,1,0,0,1.0,0,1,8.68929604801586,5.081404364984463,5.8888779583328805
1,1,2,0,1,1.0,0,1,8.867990898182093,5.176149732573829,5.8888779583328805
0,0,3,1,0,0.0,2,0,7.5126175446745105,4.859812404361672,5.8888779583328805
0,0,0,0,0,1.0,1,1,8.333510708982942,4.276666119016055,5.8888779583328805
1,1,3,1,0,1.0,0,0,8.351138607086154,5.159055299214529,5.8888779583328805
0,0,0,0,0,1.0,0,0,7.774435510302958,3.8501476017100584,5.8888779583328805
1,1,1,1,0,1.0,2,1,8.6628507638386,5.0689042022202315,5.8888779583328805
1,1,3,1,0,1.0,1,1,8.062747901086354,4.31748811353631,5.8888779583328805
1,1,2,0,0,1.0,0,1,8.499843553081124,4.836281906951478,5.8888779583328805
1,1,0,0,0,1.0,1,1,8.508757712595136,5.081404364984463,5.8888779583328805
1,1,0,1,0,0.0,0,0,8.817890200945513,5.030437921392435,5.8888779583328805
1,1,2,1,0,1.0,2,1,8.566364235422688,4.844187086458591,5.8888779583328805
1,1,0,0,0,1.0,1,1,9.29807648628027,5.560681631015528,5.8888779583328805
1,1,0,0,0,1.0,0,1,9.091106284052485,5.236441962829949,5.8888779583328805
1,1,0,0,0,1.0,1,1,9.114269903225448,5.43372200355424,5.8888779583328805
1,0,0,0,0,1.0,0,0,9.466376966592419,5.733341276897746,5.8888779583328805
1,1,3,0,0,1.0,0,1,8.465899897028686,4.564348191467836,5.8888779583328805
0,1,0,0,1,0.0,0,0,8.612685172875459,4.663439094112067,5.8888779583328805
0,1,0,0,0,1.0,1,1,7.982416346827733,4.875197323201151,5.8888779583328805
0,0,0,0,0,1.0,2,1,8.246433786160365,4.762173934797756,5.198497031265826
1,1,2,0,0,1.0,0,1,9.350189267092581,5.111987788356544,5.8888779583328805
1,1,1,0,0,1.0,2,0,8.262558973010657,4.219507705176107,5.8888779583328805
1,1,0,1,0,0.0,2,0,8.448271745949816,4.61512051684126,6.175867270105761
1,1,3,0,0,1.0,1,1,9.028218795184895,5.303304908059076,5.8888779583328805
0,0,1,0,0,1.0,1,0,8.460411177317253,4.406719247264253,5.8888779583328805
1,1,2,0,0,1.0,1,1,9.067393362656249,5.4680601411351315,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.865593998902725,4.875197323201151,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.707317560273212,4.564348191467836,5.707110264748875
1,0,0,0,1,1.0,0,1,8.828054536815424,4.955827057601261,5.8888779583328805
1,0,0,1,0,1.0,0,0,8.735042754269337,4.897839799950911,5.8888779583328805
1,0,0,0,0,1.0,1,0,7.824445930877619,4.574710978503383,6.175867270105761
1,0,0,0,0,0.0,0,0,8.54188580400661,4.8283137373023015,5.8377304471659395
1,1,1,0,0,1.0,1,1,8.752423403865594,5.170483995038151,5.8888779583328805
1,1,0,0,0,1.0,0,0,10.126511096649761,6.3473892096560105,5.8888779583328805
0,0,0,0,1,1.0,1,1,9.66523036341187,4.02535169073515,5.8888779583328805
1,1,2,0,0,1.0,1,1,8.55371796609861,5.049856007249537,5.8888779583328805
1,1,2,0,1,1.0,0,1,9.752490228984199,5.942799375126701,5.707110264748875
1,0,1,0,0,0.0,2,0,8.527143522269405,4.718498871295094,5.198497031265826
0,0,0,0,0,1.0,2,1,8.348537825386098,4.709530201312334,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.655388690167637,4.795790545596741,5.198497031265826
1,1,3,0,0,1.0,0,1,9.52857589747142,4.875197323201151,5.8888779583328805
1,1,0,0,0,1.0,1,1,8.368925174747135,4.875197323201151,5.8888779583328805
1,0,0,0,0,1.0,2,0,8.029432840581244,4.276666119016055,6.175867270105761
1,1,2,0,0,1.0,2,1,8.592671652592143,4.875197323201151,5.8888779583328805
1,1,0,0,0,1.0,1,1,8.671458150427666,4.859812404361672,5.8888779583328805
1,0,0,0,0,1.0,1,1,9.22759072538271,5.6937321388027,5.8888779583328805
0,0,0,0,0,1.0,2,1,8.699681400989514,5.056245805348308,5.8888779583328805
1,0,0,0,1,1.0,2,1,8.877381954654766,4.859812404361672,5.8888779583328805
1,1,2,0,0,1.0,2,0,8.426611813185,4.61512051684126,5.8888779583328805
1,0,1,0,0,1.0,2,1,8.207401833376355,4.736198448394496,5.198497031265826
1,0,0,1,0,1.0,1,1,8.280711075662847,4.890349128221754,5.8888779583328805
1,1,0,1,0,0.0,2,0,8.72371943690701,4.859812404361672,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.46611040118692,4.919980925828125,5.8888779583328805
1,1,0,0,0,1.0,0,1,8.610501368549889,4.836281906951478,5.8888779583328805
1,0,3,0,0,1.0,0,1,9.12347443895452,5.225746673713202,5.8888779583328805
1,1,3,0,0,1.0,0,1,9.15957325492253,5.62040086571715,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.455104999102815,4.795790545596741,5.8888779583328805
1,1,2,1,0,1.0,1,1,8.193953023563742,4.736198448394496,5.198497031265826
1,1,2,0,0,1.0,2,1,8.412054873292933,4.736198448394496,5.8888779583328805
1,1,2,0,0,1.0,1,1,8.232440158470336,4.912654885736052,5.8888779583328805
0,0,0,0,0,0.0,2,0,8.064950891749143,4.276666119016055,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.41027590907016,4.564348191467836,5.8888779583328805
1,0,0,1,0,1.0,0,1,8.624970783589669,4.700480365792417,5.8888779583328805
0,0,0,0,0,0.0,1,0,8.101980731853192,4.6443908991413725,5.8888779583328805
1,1,2,1,0,0.0,2,0,7.969011781106478,3.828641396489095,5.198497031265826
1,0,0,1,0,1.0,0,0,7.9215356321335495,4.189654742026425,5.707110264748875
1,0,0,0,0,1.0,1,1,10.021315031649332,4.6443908991413725,5.8888779583328805
0,0,0,1,0,1.0,1,1,7.582738488914411,3.9889840465642745,5.8888779583328805
0,0,0,0,1,1.0,0,0,8.914894908906568,5.272999558563747,5.8888779583328805
0,0,0,0,0,1.0,1,1,8.422442854870427,4.7535901911063645,5.8888779583328805
1,1,0,1,0,1.0,2,1,8.426830751335846,4.7535901911063645,5.8888779583328805
0,0,0,1,0,1.0,0,1,7.7025561132685825,4.204692619390966,5.8888779583328805
1,1,1,0,0,0.0,1,0,9.024131268455035,5.030437921392435,5.707110264748875
1,1,3,0,0,0.0,0,0,11.302216779257382,5.8888779583328805,5.8888779583328805
0,0,1,1,1,1.0,1,0,8.260492856573185,4.143134726391533,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.741456115998364,5.081404364984463,5.8888779583328805
1,1,0,1,0,0.0,0,0,8.715552125907816,5.389071729816501,5.8888779583328805
1,1,0,1,0,1.0,0,1,8.363342466597977,4.709530201312334,5.8888779583328805
0,1,0,1,0,0.0,1,0,8.591743922680534,5.187385805840755,5.8888779583328805
0,0,0,0,0,1.0,2,1,8.005033344637111,4.110873864173311,5.8888779583328805
0,0,1,0,0,1.0,2,0,7.8636512654486515,5.081404364984463,5.8888779583328805
1,1,2,0,1,1.0,2,0,9.980494888896912,5.480638923341991,5.8888779583328805
1,1,0,0,0,1.0,0,1,8.242493153187626,4.727387818712341,5.8888779583328805
1,1,0,0,0,1.0,1,1,8.447628728030327,4.9344739331306915,5.8888779583328805
1,1,0,0,0,1.0,0,1,8.670772279344538,4.9344739331306915,5.8888779583328805
0,0,0,1,0,0.0,2,0,7.908754738783246,4.394449154672439,5.8377304471659395
1,1,0,0,0,1.0,2,1,8.17188200612782,4.61512051684126,5.8888779583328805
1,1,1,0,0,0.0,2,0,9.095826985187422,4.709530201312334,5.8377304471659395
1,1,0,0,0,1.0,1,1,9.60784051043005,4.574710978503383,5.8888779583328805
1,1,0,0,0,1.0,0,1,8.848939995030118,4.804021044733257,5.8888779583328805
0,0,1,1,0,1.0,0,0,8.435332164935916,4.406719247264253,5.8888779583328805
1,1,2,0,0,1.0,1,1,8.688790784847216,4.897839799950911,5.8888779583328805
1,1,0,0,0,1.0,0,1,7.9851847886683345,4.477336814478207,5.8888779583328805
1,0,0,1,0,1.0,2,1,7.907651594711089,4.110873864173311,5.198497031265826
0,0,1,0,1,1.0,1,1,9.062420241899561,5.017279836814924,5.8888779583328805
1,0,0,0,0,0.0,0,0,8.77971129020447,4.663439094112067,5.8888779583328805
1,0,0,0,0,1.0,1,1,9.463198053273784,6.0063531596017325,5.8888779583328805
1,1,0,0,0,1.0,1,1,8.469262657658687,4.969813299576001,5.8888779583328805
1,0,0,0,0,1.0,2,1,8.229777750081887,4.61512051684126,5.8888779583328805
0,1,0,0,0,1.0,1,1,9.21512888870798,4.859812404361672,5.484796933490655
1,0,0,0,0,1.0,1,1,8.236950048061455,3.9318256327243257,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.113426639943654,4.859812404361672,5.8888779583328805
1,0,0,0,1,0.0,2,0,9.251194365984448,5.236441962829949,5.8888779583328805
0,1,0,1,1,1.0,0,1,8.873888135154973,4.9344739331306915,5.8888779583328805
1,0,0,0,0,1.0,1,1,9.073947747070628,5.236441962829949,5.8888779583328805
1,1,0,0,0,1.0,0,1,9.1834829178063,5.198497031265826,5.8888779583328805
1,0,3,1,0,1.0,1,1,8.81001204797317,5.003946305945459,5.8888779583328805
1,0,1,0,0,1.0,1,1,10.537945736747394,5.030437921392435,5.8888779583328805
1,1,0,0,0,1.0,0,1,9.659311868393488,5.170483995038151,5.707110264748875
1,1,1,0,1,1.0,0,1,8.450412157725886,4.875197323201151,5.8888779583328805
1,1,2,1,0,1.0,0,1,8.445267451844648,4.709530201312334,5.8888779583328805
1,1,0,0,0,1.0,0,0,8.500250470685925,4.02535169073515,5.8888779583328805
1,1,2,0,0,0.0,0,0,8.527341522468053,5.017279836814924,5.8888779583328805
1,0,1,1,1,1.0,1,0,8.369157112588834,5.25227342804663,5.8888779583328805
1,1,2,1,0,0.0,0,0,8.178919332848396,4.836281906951478,5.8888779583328805
1,1,2,1,0,1.0,2,1,8.13593277200489,4.110873864173311,5.707110264748875
1,1,0,0,0,0.0,0,0,8.645058562414134,5.0106352940962555,5.8888779583328805
1,1,0,0,0,0.0,0,1,8.507142855562735,4.51085950651685,5.198497031265826
1,0,0,0,1,1.0,1,1,8.865876285425417,4.442651256490317,5.8888779583328805
1,1,2,0,0,1.0,1,1,8.258422462458876,4.574710978503383,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.366835309827675,4.77912349311153,5.8888779583328805
1,1,0,0,0,1.0,2,0,8.744806737401898,5.159055299214529,5.8888779583328805
1,0,2,0,0,1.0,0,1,8.379079889286603,4.919980925828125,5.8888779583328805
1,1,0,0,0,1.0,1,0,9.028218795184895,5.081404364984463,5.8888779583328805
1,1,0,0,1,1.0,1,1,8.726967774991493,5.081404364984463,5.8888779583328805
1,1,3,0,0,1.0,2,1,8.954286157204713,4.859812404361672,5.198497031265826
1,1,0,0,0,1.0,0,1,8.557182839632397,5.0369526024136295,5.8888779583328805
0,0,1,1,0,1.0,1,1,8.554874258383926,4.890349128221754,5.8888779583328805
1,0,0,0,0,0.0,1,0,8.334951631422454,4.59511985013459,5.8888779583328805
1,0,0,0,0,1.0,0,1,8.699681400989514,4.948759890378168,5.8888779583328805
1,1,3,1,0,0.0,2,0,8.436416881388949,4.2626798770413155,5.198497031265826
1,1,0,0,0,1.0,1,1,9.722744748855389,4.709530201312334,5.8888779583328805
0,1,2,1,0,1.0,1,1,8.048149101665201,4.59511985013459,5.8888779583328805
1,1,0,0,0,1.0,2,0,8.82246957226897,4.709530201312334,5.8888779583328805
1,1,1,0,1,1.0,1,1,8.61794309451638,5.093750200806762,5.8888779583328805
1,1,1,1,0,0.0,0,0,8.331827004436057,4.736198448394496,5.198497031265826
1,1,3,0,0,1.0,1,1,8.453614209773367,4.61512051684126,5.8888779583328805
0,0,0,0,1,1.0,2,1,7.824445930877619,4.543294782270004,5.8888779583328805
1,0,2,0,0,1.0,0,1,9.228278517107196,5.093750200806762,5.8888779583328805
1,1,2,0,1,1.0,0,1,9.772239265926174,5.017279836814924,5.8888779583328805
1,1,2,0,0,1.0,1,1,9.042040056544483,5.442417710521793,5.707110264748875
1,1,2,0,0,0.0,1,0,8.465057436995709,4.890349128221754,5.8888779583328805
1,1,1,0,1,1.0,1,1,9.847869128773116,4.465908118654584,5.8888779583328805
1,1,2,0,0,1.0,2,0,8.423102268016642,4.859812404361672,5.8888779583328805
0,0,0,1,0,1.0,0,1,8.37816098272068,5.043425116919247,5.8888779583328805
1,1,3,1,0,1.0,0,1,8.037866234709618,4.736198448394496,5.8888779583328805
1,1,0,0,0,1.0,1,1,8.562931083090092,4.859812404361672,5.8888779583328805
1,1,0,0,0,1.0,1,1,9.290444616217844,5.459585514144159,5.8888779583328805
1,1,2,0,0,1.0,1,1,9.0280988119824,5.5093883366279774,5.8888779583328805
1,1,1,1,0,1.0,0,1,8.388222810119277,4.882801922586371,5.8888779583328805
1,0,2,0,0,0.0,0,0,8.17413934342947,4.394449154672439,5.8888779583328805
1,1,1,0,0,1.0,2,0,9.816512538521721,6.2166061010848646,5.8888779583328805
1,1,2,0,1,1.0,1,1,8.80492526261806,5.081404364984463,5.8888779583328805
1,0,0,0,0,1.0,2,0,7.798112628829788,4.330733340286331,5.8888779583328805
1,0,0,1,0,1.0,1,1,8.609772372709331,4.574710978503383,5.8888779583328805
1,1,1,1,0,1.0,2,1,8.774158291205957,5.231108616854587,5.8888779583328805
1,0,0,1,0,1.0,0,1,8.213923595622743,4.709530201312334,5.8888779583328805
0,0,0,1,1,1.0,1,1,9.756378687497916,5.420534999272286,5.8888779583328805
1,1,0,0,0,0.0,0,0,8.657824321155983,4.787491742782046,5.8888779583328805
0,1,1,0,0,1.0,1,1,8.352318548226004,4.663439094112067,4.442651256490317
1,1,0,1,0,1.0,0,1,8.366602832783736,4.68213122712422,5.8888779583328805
1,1,0,0,0,1.0,2,1,8.920389060080359,4.718498871295094,2.5649493574615367
1,1,1,0,1,1.0,1,1,7.971085753505607,4.564348191467836,5.8888779583328805
1,0,0,0,0,0.0,0,0,9.277999020449997,5.3471075307174685,5.8888779583328805
0,0,0,0,0,1.0,0,1,8.37309184744198,4.736198448394496,6.175867270105761
0,0,0,0,0,1.0,1,1,8.058327306580958,4.61512051684126,5.8888779583328805
1,1,2,0,0,1.0,1,1,9.258177701390343,5.342334251964811,5.8888779583328805
1,1,1,1,0,1.0,0,0,9.143452426434552,4.9344739331306915,5.8888779583328805
1,1,0,1,0,1.0,1,1,8.575084669832014,4.8283137373023015,5.707110264748875
1,1,2,0,0,1.0,0,1,8.978029932837156,5.497168225293202,5.8888779583328805
1,1,0,0,0,1.0,2,1,10.221977646629885,6.175867270105761,5.8888779583328805
1,0,0,0,0,1.0,2,0,8.18423477409482,4.574710978503383,5.8888779583328805
1,1,0,0,1,1.0,2,1,8.61122983334262,5.241747015059643,5.8888779583328805
0,0,1,0,0,1.0,2,1,9.492733482494353,3.713572066704308,5.8888779583328805
1,0,0,1,0,1.0,0,0,8.494129251817686,4.61512051684126,5.8888779583328805
1,1,1,0,0,1.0,1,1,8.995908761263994,5.5254529391317835,5.8888779583328805
1,1,2,0,0,1.0,2,1,8.579040594742317,5.003946305945459,5.8888779583328805
1,1,0,0,0,1.0,1,0,9.082166033252674,4.2626798770413155,5.198497031265826
1,0,0,0,0,1.0,0,0,9.157150543462064,5.7430031878094825,5.8888779583328805
1,1,3,0,0,1.0,0,1,8.838551790227402,5.017279836814924,5.8888779583328805
0,1,2,0,0,1.0,1,1,8.20631072579402,4.736198448394496,6.175867270105761
1,1,0,1,0,0.0,1,0,8.491875383431948,4.820281565605037,5.8888779583328805
1,0,0,0,0,1.0,1,0,8.794673401383422,5.225746673713202,5.8888779583328805
0,0,0,1,0,1.0,0,0,8.131824785007195,4.564348191467836,5.8888779583328805
1,1,2,1,0,1.0,1,1,8.277666160851503,3.828641396489095,5.8888779583328805
1,0,0,0,0,1.0,1,1,7.824445930877619,4.02535169073515,5.8888779583328805
1,1,3,0,1,1.0,0,1,8.868131713503033,4.61512051684126,5.8888779583328805
1,1,2,0,1,1.0,0,1,9.623442907213558,6.175867270105761,5.8888779583328805
1,0,0,0,0,1.0,1,0,8.81996090128606,4.859812404361672,5.8888779583328805
1,1,2,0,1,1.0,0,1,9.770013301136158,5.993961427306569,5.8888779583328805
1,1,0,0,0,1.0,1,1,8.236420527265391,4.709530201312334,5.8888779583328805
1,1,1,1,0,0.0,1,1,8.812248018197431,5.087596335232384,5.8888779583328805
1,0,1,1,0,1.0,1,1,8.289539484624141,4.553876891600541,5.8888779583328805
1,0,0,1,0,1.0,1,1,8.822322177471738,4.875197323201151,5.8888779583328805
1,1,0,0,0,1.0,0,1,8.783549477153265,5.37989735354046,5.8888779583328805
1,1,3,0,0,1.0,2,1,8.362175469149628,4.61512051684126,5.8888779583328805
1,0,2,0,0,0.0,0,0,8.185628891147607,4.709530201312334,5.8888779583328805
1,0,1,0,0,1.0,1,0,9.328212292571072,5.2832037287379885,5.8888779583328805
0,0,0,1,1,1.0,2,1,9.80730699406216,4.836281906951478,5.8888779583328805
1,0,0,1,0,1.0,0,1,8.432288684325794,4.844187086458591,5.8888779583328805
1,1,0,0,0,1.0,2,1,9.214332393245721,5.783825182329737,5.8888779583328805
1,0,2,0,0,1.0,1,1,8.193676665955241,4.68213122712422,5.8888779583328805
1,1,0,1,0,1.0,0,0,8.147288258706624,4.204692619390966,5.8888779583328805
1,1,3,0,0,1.0,0,1,8.766861821669803,5.062595033026967,5.198497031265826
0,1,1,0,0,1.0,1,1,8.916506080039204,4.948759890378168,5.198497031265826
0,0,0,0,0,0.0,1,0,7.668093709082406,4.605170185988092,5.8888779583328805
0,0,1,0,0,1.0,1,1,8.203304026795282,4.564348191467836,5.8888779583328805
1,1,1,1,0,1.0,2,1,8.46884293047519,4.859812404361672,5.8888779583328805
0,1,0,1,0,1.0,1,1,8.210939733379021,4.634728988229636,5.8888779583328805
1,1,0,0,0,1.0,0,1,8.459352191726387,5.049856007249537,5.8888779583328805
1,0,0,1,0,1.0,1,0,8.119398589612294,4.394449154672439,3.6109179126442243
1,0,0,0,0,1.0,0,1,8.368693183097793,4.983606621708336,5.8888779583328805
0,0,0,0,0,0.0,1,0,8.517393171418904,4.6443908991413725,5.8888779583328805
1,1,0,0,0,1.0,0,1,8.4767877767812,4.709530201312334,5.8888779583328805
1,1,2,0,1,0.0,0,0,8.799963219506997,4.859812404361672,5.8888779583328805
1,1,1,1,0,1.0,0,1,8.490438454107418,4.859812404361672,5.8888779583328805
1,1,1,0,0,1.0,2,1,8.792397742356906,5.0689042022202315,5.8888779583328805
1,1,0,1,0,0.0,2,0,8.473868066677865,5.204006687076795,5.8888779583328805
1,1,0,0,0,0.0,0,0,8.969541885423252,4.890349128221754,5.198497031265826
1,1,1,0,0,1.0,1,1,8.77971129020447,3.295836866004329,5.8888779583328805
0,0,0,0,0,1.0,2,1,8.36474106822456,4.442651256490317,5.8888779583328805
1,1,3,0,1,1.0,1,1,9.224243277145174,5.564520407322694,5.8888779583328805
1,1,0,0,0,1.0,1,1,8.788288460263619,5.093750200806762,5.8888779583328805
0,1,0,0,0,1.0,1,1,8.777555453213056,5.209486152841421,5.8888779583328805
1,1,2,1,0,1.0,1,1,8.273336598504486,4.6913478822291435,5.8888779583328805
0,1,1,0,1,1.0,1,1,9.87740021777281,6.398594934535208,5.8888779583328805
1,1,0,0,0,1.0,0,1,8.984443032465352,5.356586274672012,5.8888779583328805
1,0,0,1,1,1.0,1,1,8.665785595466064,4.890349128221754,5.8888779583328805
1,1,2,0,0,0.0,2,0,9.082507000466299,5.556828061699537,5.8888779583328805
1,1,0,1,0,1.0,0,1,8.404696160189092,4.795790545596741,5.8888779583328805
1,0,0,0,0,1.0,2,1,8.111928063310739,4.2626798770413155,5.8888779583328805
1,1,3,0,0,0.0,0,0,8.682877107057168,4.820281565605037,5.8888779583328805
0,0,0,0,0,1.0,2,0,7.774435510302958,2.302585092994046,5.8888779583328805
1,1,0,0,0,0.0,2,0,8.562357743370612,4.653960350157523,5.8888779583328805
1,1,1,0,0,1.0,2,1,8.550241045462437,5.231108616854587,5.8888779583328805
1,1,0,0,0,0.0,2,0,8.789964651132264,5.111987788356544,5.8888779583328805
1,1,2,0,0,1.0,2,1,9.721185995542177,5.62040086571715,5.8888779583328805
1,1,2,1,0,1.0,1,0,8.955577146281511,5.236441962829949,6.175867270105761
1,1,3,0,0,1.0,1,0,8.765146421639022,5.017279836814924,5.8888779583328805
1,1,2,0,0,1.0,2,1,8.19450550976564,4.6913478822291435,4.442651256490317
1,1,0,0,0,0.0,1,0,8.575084669832014,4.919980925828125,5.8888779583328805
1,0,0,0,0,1.0,2,1,8.69433468816865,4.709530201312334,5.8888779583328805
1,1,1,0,0,1.0,0,1,8.297792626380861,4.68213122712422,5.8888779583328805
1,0,0,0,0,1.0,2,1,8.716044050161402,5.087596335232384,5.8888779583328805
1,1,2,0,0,1.0,1,1,8.785845337961213,5.327876168789581,5.8888779583328805
1,0,0,0,0,1.0,2,0,10.482177411118249,4.51085950651685,5.8888779583328805
0,1,0,0,0,1.0,1,1,8.06054004653864,3.6109179126442243,5.8888779583328805
1,1,1,0,0,1.0,0,0,7.53955882930103,4.127134385045092,5.8888779583328805
1,1,1,0,0,0.0,0,0,8.45638105201948,4.990432586778736,5.8888779583328805
1,1,1,0,0,1.0,0,0,8.8934354408475,5.153291594497779,4.442651256490317
1,1,0,0,0,1.0,2,1,8.24800570160062,4.653960350157523,5.8888779583328805
0,0,0,1,0,1.0,1,1,7.680637427560936,4.2626798770413155,5.8888779583328805
1,0,0,0,0,1.0,1,1,8.46611040118692,4.553876891600541,5.8888779583328805
1,1,2,0,1,0.0,1,0,7.910957382845589,4.672828834461906,5.8888779583328805
1,1,0,0,0,1.0,1,1,8.766705997750515,4.04305126783455,5.198497031265826
1,1,2,0,1,1.0,1,0,8.699681400989514,5.327876168789581,5.484796933490655
1,0,3,0,1,1.0,1,1,9.143986871426161,5.680172609017068,5.8888779583328805
1,1,0,0,0,1.0,0,1,8.87626525995469,4.962844630259907,5.198497031265826
1,1,0,0,1,1.0,2,1,9.687878048875998,5.564520407322694,5.8888779583328805
1,0,0,1,0,1.0,0,1,8.251663923605589,4.709530201312334,5.8888779583328805
1,1,2,1,1,1.0,0,0,8.907070776182689,5.236441962829949,5.8888779583328805
1,0,0,0,0,0.0,1,0,8.002359546252707,4.48863636973214,5.8888779583328805
1,1,0,0,1,1.0,0,1,9.20673387638207,5.198497031265826,5.8888779583328805
1,1,2,0,0,1.0,2,1,8.662331957082475,5.262690188904886,5.8888779583328805
0,0,3,0,0,1.0,2,0,10.647422899928179,5.860786223465865,5.198497031265826
1,1,0,1,0,1.0,0,1,8.645938147306799,5.049856007249537,5.8888779583328805
1,1,3,0,0,1.0,2,1,8.648922962094131,4.859812404361672,5.8888779583328805
1,0,0,0,0,1.0,0,1,8.984443032465352,5.153291594497779,5.8888779583328805
0,1,1,0,0,1.0,1,1,9.392745258631441,6.208590026096629,5.8888779583328805
1,1,0,1,0,1.0,2,0,8.732465848349879,4.859812404361672,5.198497031265826
1,1,1,0,0,1.0,1,1,8.682877107057168,5.159055299214529,5.8888779583328805
1,1,2,1,0,1.0,0,1,8.593969030218288,5.062595033026967,5.8888779583328805
1,1,0,0,0,1.0,0,1,8.553139318189707,4.6913478822291435,5.8888779583328805
0,0,0,0,0,1.0,0,1,7.972810784121404,4.276666119016055,5.8888779583328805
1,1,3,0,0,1.0,0,1,8.320448113956559,3.713572066704308,5.198497031265826
1,1,1,0,0,1.0,2,1,9.025575833531088,5.537334267018537,5.8888779583328805
1,1,2,0,0,1.0,2,1,8.933796043934858,5.236441962829949,5.8888779583328805
0,0,0,0,1,0.0,1,0,8.430327258394575,4.897839799950911,5.8888779583328805
